,id,user_retweet_count,user_favirite_count,tweet_text,tweet_user_location,tweet_created_date
10,1546782999714435074,0,0,"@renevoid Either way, ur first point when asked about freedom from patriarchy was marriage. My reading comprehension is great. If ur gonna call urself a radfem, at least try hold some actual radical beliefs not just transmisogyny. Have the day u deserve",,2022-07-12 09:06:19
11,1546781641657524224,0,0,@Melanin42039467 I love the fact that we have freedom to check in our parks any day #KenyaSihami,,2022-07-12 09:00:55
12,1546781547843436544,0,0,"@Christian_810 @SherazFarooqi_ Taiki can pretend Day and night that Love and Thunder was ""all him"" but we all know 2 of the only mcu films that had true creative freedom was Winter Solider and Eternals.",Nowhere and Everywhere,2022-07-12 09:00:33
13,1546781447809294336,0,2,"The venue continues to play its part in the day to day lives of the people of Edinburgh.  In recent years we've been a polling station, a  testing centre and also played host to a variety of civic events including the freedom of the city for Sir Chris Hoy #civic #wemakeevents https://t.co/4jRWhyGTpJ",Edinburgh,2022-07-12 09:00:09
14,1546781403152523264,0,0,"""...a rebuke to those...who were trying to explain away human action in dry behavioralist or scientific terms. In our day, it stands against identity politics, which explains away human freedom in the name of race, gender, and sexual orientation. https://t.co/lSjEkmcHb8",Hanover NH,2022-07-12 08:59:58
15,1546781193336668161,0,0,"Before it's too late, you must create something for yourself in the upcoming months so that you can enjoy freedom and not spend half of each day worrying about paying bills.",Let's connect 👉,2022-07-12 08:59:08
16,1546781100302893056,1,3,"The #GirlsGetEqual campaign is the global campaign demanding POWER, FREEDOM and REPRESENTATION for girls and young women. 
We are at Crossroads, LL for a 4 day workshop on #GGE. Looking forward to developing a meaningful workplan to drive equality for girls in Malawi! https://t.co/kTgj6WWZXV",Malawi,2022-07-12 08:58:46
17,1546780712132644864,0,1,@AndriiReal Remember that this is being done for your freedom in part. They could have let Ukraine burn and go about their day. I still have the memory of being a refugee in Donbas and being told to leave the country by a policeman. We dropped our house key in one of those potato holes.,Homeless,2022-07-12 08:57:14
18,1546780500492271616,0,0,"On the sixth day of the demonstration and sit-in outside the @BelgiumintheUSA against the despicable agreement with the dictators that rule #Iran, protesters make their way to the @WhiteHouse and demand justice.
#DontFreeTerrorists 
#No2Appeasement 
https://t.co/UzHP38Sbg1",,2022-07-12 08:56:23
19,1546780292882386944,0,0,Another day to shit all over God our founding fathers and all of us who care about life and freedom,THIS ACCOUNT IS ALL SATIRE  ,2022-07-12 08:55:34
20,1546779111317807104,0,0,#ResidualIncome #MarketingTips #BlogPost Gaining traffic day after day is vital for your achieving success and you may consider the following guide regarding how https://t.co/ACD4gMGLPl https://t.co/mfcQZkv76S,"Bournemouth, England",2022-07-12 08:50:52
21,1546778919621238785,0,0,"Here are 5 ways to commemorate Madiba, and his vision to spread social justice and freedom for all, this Mandela Day🙌

Attempt to break a world record🏆️, walk amongst heroes, join a talk in Langa, laugh for 67 minutes + more causes to support💯

https://t.co/l5c9stOhoc",,2022-07-12 08:50:06
22,1546777486566072320,2,1,Kansans: In the upcoming 8/2 Primary election  there's a ballot Referendum to eliminate Kansas's Constitutional protection of women's reproductive freedom. Tomorrow is the last day to register for the Primary. Get registered + VOTE NO! on removing Kansan women's right to choose.,"New York, NY",2022-07-12 08:44:25
23,1546777134382948353,1,5,"After 132 days of hunger strike, Kayed Al-Fasvos snatched his freedom.
This is what he looked like on the 131 day of his strike, noting that Kayed is an athletic.
Khalil's situation is much worse now !

#معركة_الامعاء_الخاوية
#الحرية_لخليل_عواودة https://t.co/Yp0pyYZylj",Switzerland,2022-07-12 08:43:01
24,1546776413419757576,2,28,"Started investing in Retail Savings Bonds in April. It's been an interesting ride. Practically implementing what I learn and seeing my portfolio take shape has been amazing to watch. Rome was not built in a day, the long term plan is financial freedom. https://t.co/tK2PQGuuQf","Johannesburg, South Africa",2022-07-12 08:40:09
25,1546775530825027585,0,1,@FI_imagineer Perfect start to any day,Click for Freedom  ➡️,2022-07-12 08:36:38
26,1546773889899970561,0,0,"You can easily get a job with your degree and be answerable to your bosses all day long...

Freedom only comes when you acquire a SKILL and monetize it...",Port-Harcourt,2022-07-12 08:30:07
27,1546773734286970880,0,0,"Another trading day means another day our members get to bank 💰

https://t.co/f73pUDbFrQ

 $AMD $SPY $MSFT $BABA $NVDA $TWTR $BTC.X 

If you want to achieve your financial freedom, check us out! https://t.co/8WBhqo7m2b",California,2022-07-12 08:29:30
28,1546773354803232768,0,0,"Today is the #8x8XSellerate Day - our team of UC Solutions experts will be on hand, on the phones and across social, sharing their Communication &amp; Collaboration knowledge.

Find out more: https://t.co/cXAViSBTYZ
#8x8 #8x8partnerlove #technology #unifiedcommunications https://t.co/6wpT8FzNwt",London,2022-07-12 08:28:00
29,1546772636893847552,2,0,"Jason Roberts has returned to prison on his first full day of freedom after 22 years behind bars. He'll likely face a new court battle soon, with legal experts predicting he's in line for a big compensation payout. https://t.co/Skl1p5lM9i @CameronBaud7 #7NEWS https://t.co/JpJBlvCe3o","Melbourne, Victoria",2022-07-12 08:25:08
30,1546770516362506240,0,0,"lets be real
day trading crypto is extremely difficult
yes there are people who do very well

theres almost too much freedom
you can trade at any time with unlimited leverage
extreme volatility in either direction
sometimes when trading you become the biggest danger",,2022-07-12 08:16:43
31,1546769621524836352,0,0,"If you wear a headset for hours, the Blackwire 5200 Series is your jam. Ergonomically designed, it's comfortable enough to wear all day. And you get the freedom to plug into the compatible device of your choice with 3.5mm connectivity. https://t.co/26ItYHWgvi",United Arab Emirates,2022-07-12 08:13:10
32,1546769497700196353,0,0,"Someday this will happen with @RahulGandhi @priyankagandhi and their mother. Along with many Other Politicians in India.
People are learning tricks of freedom very fast..
#Corruption is non-negotiable for the people..
They will one day come after corrupts.. https://t.co/qmBZ1793zA",,2022-07-12 08:12:40
33,1546768535006986241,0,2,"Today is the day Iranian women rise up for their basic rights, aka freedom of choosing what to wear! Im excited to see the history taking its turn. Excited to see this much bravery #noToCumpolsuryHijab #حجاب_بی_حجاب https://t.co/qXcbCNvOAI",,2022-07-12 08:08:50
34,1546768329997787136,1,1,"Jason Roberts has spent his first full day of freedom back behind bars, visiting the Melbourne Assessment Prison.

He's weighing up a compensation claim after being found not guilty over the infamous Silk-Miller police murders. @ajhegarty9 #9News https://t.co/rFWOIij6f6","Melbourne, Australia",2022-07-12 08:08:02
35,1546767934793596928,6,6,"@WatcherGuru Indeed #bitcoin adoption is growing non-stop. People are realising every day that #bitcoin is beyond an investment asset but the key to total financial freedom.

This is just the start, all shades of #green_lights from all corners of the world soon!🌄 https://t.co/67mboYph2O",Green Pastures,2022-07-12 08:06:27
36,1546767433880436737,0,0,£1houndred thousand pounds vs architecture advancement  for basic for queen africa Nancy mpanzu Bank of England  Halifax and her and her hightreeet banks grand halwk day  professor of africa freedom queen empress royal Nancy mpanzu BSc  Mac p&amp;O cruise staff too,,2022-07-12 08:04:28
37,1546767202283671552,0,1,"@natram1017 @elonmusk I’m happy Elon didn’t waste money on this shit platform, not happy that our freedom of speech remains jeapordised under current Twitter rule. The day Donald Trump gets unbanned and returns to Twitter is the day we know free speech isn’t punishable anymore.",,2022-07-12 08:03:33
38,1546766480754229250,1,2,"Cycle To Work Day is BACK on Thursday  4 August 2022. Whether you are working from home or back in the office, this year’s #CycletoWorkDay is all about getting on your bike to enjoy the freedom cycling can provide, everyone is welcome https://t.co/tEM4p4gzIc #activetravel https://t.co/QnfzJXB7U9",Monitored 9-5 Mon-Fri,2022-07-12 08:00:41
39,1546766372469981185,0,0,"#ACIMWorkbookLesson192 #Meditation https://t.co/upGWbioaX0 Day 35 #JourneyThruACIM #KenWapnik #ACIMText #Jesus https://t.co/WCgPWVe5qh
L #acim #acimlesson192 #acimworkbook #acourseinmiracles #Love #happiness #forgiveness #meditation #freedom #peace #joy #gratitude #truth https://t.co/DwprDPRcoe","Florida, USA",2022-07-12 08:00:15
40,1546764936243814401,0,1,"He Only Asked For The #Freedom Of His People #Biafra And He's Been Treated Like A Terrorist While The Main Blood Thirsty Terrorists Are Having A Field Day Plying Their Trade All Over The Zoo Called #Nigeria. 
#FreeMaziNnamdiKanu 

#ReferendumNow",,2022-07-12 07:54:32
41,1546764887837261824,0,0,#NetworkMarketingSuccess The best approach to fix your prospect shortage should be to pay a visit to our website and see the quantity of  traffic I am receiving each day without cost https://t.co/8ZPCUR66sm https://t.co/u4bCMg4zWt,"New York, NY",2022-07-12 07:54:21
42,1546762683755659264,1,1,"On day #JackNicklaus becomes honorary citizen of #StAndrews ahead of 150th #TheOpen, here's Bobby Jones receiving freedom of city @univofstandrews in 1958 (DCT archive). Only other American to receive such a St Andrews honour = Benjamin Franklin in 1759 https://t.co/t6xTWmqlDT https://t.co/J1l2rZFqLU","Fife, Dundee, Tayside & beyond",2022-07-12 07:45:35
43,1546761875328831490,0,0,@ChiefPriestDM @ntsikasaunty Feb 11th 1990. That was the day Madiba finally left prison after long 27 years in Robben Island. It was a beautiful day for the whole world. UN forever. We hope ukraine will experience peace soon. If you have not read it please read Mandela's autobiography. Long Walk to Freedom.,,2022-07-12 07:42:23
44,1546761870836629504,0,0,09:42 &gt; it is a permanent ditigal terrorattack. every day. this makes me suffer. every day. you can choose peace. this is your choice. i still have no freedom. every day. https://t.co/FuoxoLNykS,carinthia ,2022-07-12 07:42:22
45,1546761865581182976,0,0,@cz_binance @LayahHeilpern Do you think humanity will look back one day and say.. crypto twitter gave us freedom from financial tyranny?,Planet Earth,2022-07-12 07:42:20
46,1546761430648721409,0,0,"#SuccessTip #WebsiteTraffic #MLM In the present day you actually can get to many superior quality potential buyers drawn to your main business from home, utilizing this program https://t.co/EzZRMXag3V https://t.co/BMxYSGdfvL","New York, NY",2022-07-12 07:40:37
47,1546760793047175169,2,7,"#Information | A glimpse of the nectar festival of freedom will be seen in the #IndependenceDay celebrations, the Deputy Commissioner took a meeting of the officials last day regarding the preparations for the ceremony. (1/2)

#AzadiKaAmritMahotsav https://t.co/4SzzVYFgAq","फरीदाबाद, हरियाणा, भारत",2022-07-12 07:38:05
48,1546760258999164929,0,1,@The_Last_Hurdle @SmartRMarketing @kellyjanecreate @MiltonMediaComm @MacrameCraftSA @inn_ovo @HarkinsBusiness @CoreenaCorbett @freedom_trans @WhatsupLiz @DondiScumaci @RuslanMarkov20 @WotsTheBigIdea @DaleyLogistics @7Jars Have a great day Jules ☺️,"England, United Kingdom",2022-07-12 07:35:57
49,1546758766594379779,0,0,Tomorrow is a new day.  Let’s go kick its ass!  #freedom,"Washington, USA",2022-07-12 07:30:02
50,1546757535969026048,0,1,Rome wasn't built in a day.,Click for Freedom  ➡️,2022-07-12 07:25:08
51,1546757428913528833,0,0,"Oh Allah! Grant Freedom to the Oppressed, grant Freedom to oppressed Muslims, in Palestine, Burma, and elsewhere.

Oh Allah! Guide the misguided, open the closed hearted, grant victory to Muslims in this world and the hereafter.

The Mount of Mercy 
The Day of Arafat!
#Hajj1443 https://t.co/3KnXbiG17X","Hala New Sindh, Pakistan ",2022-07-12 07:24:43
52,1546756491398582276,0,0,"Decisions must reinvented every day, languages constantly decoded and deciphered. Freedom is exhausting.
   ك̷و̷د̶⁩ ⁦̸خ̷ص̸م̴⁩  .  
 .._^
ے⁦نون⁩- https://t.co/OMKxyN40qR",central mindanao university,2022-07-12 07:20:59
53,1546756322355716097,0,0,"COMING SOON D-DAY DELIVERANCE DAY ‘FREEDOM FROM ADDICTIONS’ 
SUNDAY 31 JULY 10.00AM https://t.co/OqgAWF9giD","Sydney, Australia",2022-07-12 07:20:19
54,1546755936068333568,0,0,"20 more assignments till I finish this summer class &amp; broooo when I tell you I’m GONNA CELEBRATE &amp; give my ass the self care day I deserveeeeeeeeeee. Like, a bookstore, coffee, a museum, phone on ✈️ mode all day just living in the freedom  😫😭😭",,2022-07-12 07:18:47
55,1546754575373406210,0,4,"@ZachBear51 A lot better after a good nights sleep. The freedom knowing that he isn't around made all the difference.
Have a wonderful day my friend xXx","NW, Manchester & European",2022-07-12 07:13:22
56,1546754276248080384,0,2,"Come dance in the break of dawn, O bird of freedom
Arise and awaken, Lucretia
Until you burn out one day",it's free liner,2022-07-12 07:12:11
57,1546754270996959232,0,0,"#WebsiteVisitors #Entrepreneur #ListBuilding Social media is definitely one of the better locations that one could obtain day-to-day website visitors, it succeeds perfectly we established this course https://t.co/3vUeBa6D20 https://t.co/OFzUsqvfBn","South West, England",2022-07-12 07:12:10
58,1546754072832786433,0,0,"Freedom for Giannis Michailidis.
Anarchist prisoner Giannis Michailidis, who was granted parole but was not released, is on the 44th day of his hunger strike.
Intervention at the Greek consulate in Berlin for hunger striker G. Michailidis https://t.co/pumMEkTfXz @enough14",,2022-07-12 07:11:22
59,1546753282462437377,1,1,"@thebardogbamola You claim tinubu doesn't like igbos but igbos have the freedom to do what they like in Lagos. It's the igbos that hate other tribes and that's why they don't let others thrive in the SE states.  Continue with your bigotry and lies, you will be healed one day.",Lagos,2022-07-12 07:08:14
60,1546753227756019713,0,1,@montaeint @Lauren_Southern His biggest mistake was lying about the day for freedom thing.,,2022-07-12 07:08:01
61,1546753122546028545,1,5,"@danushk56233708 The morning Domicron stood in front of the cameras drinking breakfast beer for ""Freedom Day"" was the day I was brought down from ICU to the renal ward.

There I was, half-dead from the virus, and there others were, pretending the pandemic was over...",Canberra,2022-07-12 07:07:36
62,1546753064169881600,0,0,"One day you will have to tell your truth and also choose not to store negative energy into your body. 

Choose to forgive, to release and your freedom.","South East, England",2022-07-12 07:07:22
63,1546752260746641408,0,21,Freedom day and a -ve LFT! Yay! https://t.co/zplip1irRX,,2022-07-12 07:04:10
64,1546751854830161920,0,0,"@LloydCosby It’s a trade off for momma. She will miss them but love her newfound freedom. I remember one day shopping a bit after work and thinking I better get home, gotta cook dinner. Then I remembered, the young one was 19! It was an epiphany moment!",Victoria BC Canada,2022-07-12 07:02:34
65,1546750948625846272,0,0,"Day will greater works apportioned for you to a life of freedom, but the
؟?
نمشے

🔹H8🔹
🔹H8🔹
🔹H8🔹",,2022-07-12 06:58:58
66,1546749765190393857,0,1,"@stphnfwlr The only reason Americans think they have the cleanest air or the most freedom or the best democracy is because they have no idea what life is like in other countries. 
I don’t want to brag but we are allowed to drink ice cold beer on the street on a hot summers day.",London,2022-07-12 06:54:15
67,1546749333738901504,0,3,Another day closer to freedom,,2022-07-12 06:52:33
68,1546748031990636544,2,5,"27 days to Freedom day
@WilliamsRuto 
@rigathi 
@UDAKenya 
#FreedomIsComing https://t.co/lEFmNrEU4Y","Kisii, Kenya",2022-07-12 06:47:22
69,1546747781599068163,0,0,@knocker01 Much love and Beautiful Day for you from Me and my little Freedom love https://t.co/0mvyRK2hJB,Italia,2022-07-12 06:46:22
70,1546746662235807744,0,0,"#HomeBusiness #HomeBiz Would you like to invite an abundance of high caliber, potential business partners to consider the company day by day? So social websites is better... evidence is here https://t.co/OUYDs5GyZD https://t.co/W6jE17oj4n","London, England",2022-07-12 06:41:56
71,1546746303366971401,0,2,"@strategywoman Have a safe &amp; peaceful day, Yaroslava. I just came home from a trip in northern Michigan. I saw many homes flying Ukrainian flags in my travels. Know that Ukraine is still very important to us,even as we fight our own issues w/ US authoritarians. Cheers to freedom &amp; #warsangria! https://t.co/GgvolpQ8xa",The future MI-06,2022-07-12 06:40:30
72,1546746231103389697,11,104,"This was such a good day at the House of Lords celebrating and standing up for freedom of speech.

I could not have wished for a better party (and I didn't even have to organise it!) https://t.co/UqBG6HUS9A",,2022-07-12 06:40:13
73,1546745824415211520,4,11,Our faith in Jesus does not guarantee us freedom from suffering but instead necessitates us endurance amidst trials. blessed day,immigration ,2022-07-12 06:38:36
74,1546745559385608192,0,0,"Only test freedom singsAll day everyday.There are words that added up to excellence
؟?
نمشے

🔹W77🔹
🔹W77🔹
🔹W77🔹",CUenca ,2022-07-12 06:37:33
75,1546745553488322560,1,0,I’ll take The Great Debaters over Freedom Writers any day,Flying with the Fishes,2022-07-12 06:37:31
76,1546744092482469888,1,1,"This flag is the simble of Honour, Honesty, Dignity, Freedom, Transprany and high moral grounds. 
Inshallah one the day we will achieve all these core objectives. Proud to be the part of #PTIFamily
@PTIofficial
#ٹکر_کے_لوگ_ملے https://t.co/POHHUC04Am","Kasur, Pakistan",2022-07-12 06:31:43
77,1546743661446057984,0,0,"I hope good day to you all from Japan.
黄金律　golden rule　ホッキョクグマ　polar bear　絶滅危惧種　陶オブジェ - 陶刻家　由上恒美 https://t.co/awpJQx8dwn via @iichi_Japan 
#saveourplanet
#投票に行こう
#nature #peace #freedom #journey #grateful #love #art
#life #NoWar",japan,2022-07-12 06:30:00
78,1546743557817597952,0,0,"First day of freedom after eight days of being cooped up, I’m ready for every type of social interaction 💃🏻","Southampton, England",2022-07-12 06:29:35
79,1546743519175479296,1,1,"@IntlCrimCourt Democracy &amp; human rights violations are the orders of the day in Uganda by a puppet dictator @KagutaMuseveni. @BarackObama stand with Ugandans 2 get our freedom
#RiseupUg
#Article3Ug
#M7Mustgo
#WeAreRemovingaDictator
@SecBlinken
@POTUS
@StateDept
@hrw
@IntlCrimCourt
@vickyford",,2022-07-12 06:29:26
80,1546742381373947904,0,1,"Wonderful video from @Lauren_Southern exposing the liars, grifters and prima donnas of the dissident right. Lauren hits the nail on the head time and time again, including the lies of the Day for Freedom which I had first hand experience of https://t.co/qNJeyOjSe1","London, England",2022-07-12 06:24:55
81,1546742114352078848,0,6,"After decades of war, Afghanistan is moving towards happiness and prosperity. 
Afghans can no longer tolerate war.
This nation deserves development and peace.
My God! Keep this peace and freedom until the Day of Judgment.🤲 https://t.co/97AN4SY0aR",,2022-07-12 06:23:51
82,1546741094280740864,0,1,"Symbols of Modern India (Colour) A3 - Wall Frame
A framed wall art representing different symbols of India.

Checkout here -https://t.co/DxcNaBsCAS

#indicinspiration #indiaat75 #indiaflag #symbolsofindia #khadiflag https://t.co/jmkeWRzFmP","401, Green Heaven 7 Udaybaug, ",2022-07-12 06:19:48
83,1546740484688687104,5,12,"Best day for India, when one person died who was just fooling the nation in the name of freedom fighting. This was not the sacrifice but the curse he got from those real freedom fighters who sacrificed their lives for India. https://t.co/ZHUEwasJvO","Tel Aviv, Israel ישראל",2022-07-12 06:17:23
84,1546740423590305793,0,0,"Come on over and follow me on #instagram and on YouTube. I post content on my YouTube Channel every Friday and my IG every day. Thanks. #Freedom #Viral #AmericaFirst #BanAbortionNowInTheCommonwealth
@GovernorVA @WinsomeSears @VaHouse https://t.co/SP1l1zUFjY",The Boonies in Virginia,2022-07-12 06:17:08
85,1546738000238895110,0,0,They have freedom of speech for as long as it those not infringe on rights of others and they have a right to fair comment and statement of opinion but they have no right to defame you as everyone in his capacity has a reputation to protect. A good day https://t.co/Oxd8HIHvEX,,2022-07-12 06:07:30
86,1546737358946590723,0,1,"@Se0kedInLuv Right!!! The twins be contained all damn day, they deserve their moment of freedom😤",,2022-07-12 06:04:58
87,1546736747920465920,1,8,"‘’Now is the time to amends’’
#21تیر
Hijab became mandatory and women were captured by the government and this circle became narrower every day and every year until women came to the field again and fought for their liberation and respect for lifestyle and freedom of clothing... https://t.co/rt2hnSth3t",,2022-07-12 06:02:32
88,1546736179420315650,0,0,"#ACIMWorkbookLesson192 #Meditation https://t.co/upGWbioaX0 Day 35 #JourneyThruACIM #KenWapnik #ACIMText #Jesus https://t.co/WCgPWVe5qh
L #acim #acimlesson192 #acimworkbook #acourseinmiracles #Love #happiness #forgiveness #meditation #freedom #peace #joy #gratitude #truth https://t.co/0KnEUGAaTf","Florida, USA",2022-07-12 06:00:16
89,1546735889782657024,0,1,"@predederva @KittyDaw12 @KellyMWagnerRN @AshleighWrites @docrocktex26 During the time of the Founding Fathers, there were active abolitionist. One even visited Jefferson to ask how he could found a nation on freedom while enslaving people. So, by the standards of the day, they were slave owning trash.",,2022-07-12 05:59:07
90,1546734860470890498,0,0,"@noplaceforsheep If you cannot see a right wing campaign, orchestrated ready to play a relentless freedom game the day a mandate is announced then you're naive. Sadly this is no longer science. It's politics. You can see the right getting pissed that Governments won't fall in the Murdoch trap.",,2022-07-12 05:55:02
91,1546734341031710720,0,1,"@HatoETH I want to travel. But not only for vacations, I want to reach geographical and financial freedom. I build this project little by little by invest and training every day on new things. It will be thanks to the web3 or other digital opportunities but I will work hard to achieve it",,2022-07-12 05:52:58
92,1546733822565285895,0,0,@Carlos90308810 This is my page and I’m a Disabled American. I see you rather just talk trash or bother me than read my bio. Also I can stand up and Advocate or Protest For  @brittneygriner Freedom it’s my 1st Amendment right. #FreeBrittneyGriner All Day Everyday,New York City All Day Everyday,2022-07-12 05:50:54
93,1546733521577938944,0,0,"Earlier I stumbled upon an old painting one of my dnd players made for Ren fest. It moved me as it reminded me of a time where art, love, nature, expression, and freedom was so prevalent in my life. I miss that feeling every day and yearn to return to it. https://t.co/ktVs1rJcVX",,2022-07-12 05:49:43
94,1546733148800552960,0,0,@FPL_ines Love a good riot. Hope it went well. Belated happy freedom day 💫💛,Naarm,2022-07-12 05:48:14
95,1546732586952806400,0,11,"Another day passed.
Ukraine will win the war.
Azov defends democracy and freedom. 

One day closer to the death of putin. https://t.co/qhJ2BnUbPE",Here and there,2022-07-12 05:46:00
96,1546732367154380801,0,0,@Thabo_W @Maps_Ralephata @NkanyeziKubheka It’s a new day. Where is my freedom?,Randburg,2022-07-12 05:45:07
97,1546730914784444416,0,0,"Freedom. Focus get every day. If you were able to draw from. You
؟?
نمشے

🔹C44🔹
🔹C44🔹
🔹C44🔹",,2022-07-12 05:39:21
98,1546729818619781121,0,1,"@therealltakeen @AndrewYang I disagree.  People who will settle for less are always going to do that IMO.

I think UBI would open the floodgates of human ingenuity.  The freedom to pursue ones dreams, to build and invent and innovate instead of wage-slaving for food and shelter like animals every day...",United States,2022-07-12 05:35:00
99,1546729679213797377,0,0,"Longer the freedom singsAll day everyday.There are words
   ك̷و̷د̶⁩ ⁦̸خ̷ص̸م̴⁩  .  
 .._^
ے⁦نون⁩- https://t.co/9UO5hd3pXn",,2022-07-12 05:34:27
100,1546729575022940160,0,0,satisfying cravings on my last day of freedom 😩,,2022-07-12 05:34:02
101,1546728662082650112,0,0,"I used to be one of those people that would say "" draw every day!!"". But I begin to realize the value of not drawing and coming back to it later. It's like a reset for your brain and muscles. There's a freedom again because you're not bound by habits after taking a break.","Florida, USA",2022-07-12 05:30:24
102,1546728564267130880,0,0,"@CountDankulaTV any thoughts on Lauren Southern's latest video? Lots of tea spilled, including about Day of Freedom. You were there, got some insight?",United States,2022-07-12 05:30:01
103,1546727472502190080,1,3,"On this day six years ago, the Permanent Court of Arbitration delivered the landmark Hague ruling on #SouthChinaSea. Upholding the UNCLOS as the foundation of a rules-based international maritime order is fundamental to peace, sovereignty, cooperation, &amp; freedom of member states. https://t.co/bK7dNprBxE",Manila,2022-07-12 05:25:40
104,1546726965373243392,3,3,"been whisked to Ghana, as at now, and we demand IPOB member's corpse in Kuje be released to us for proper funeral. 

IPOB leadership works day and night to ensure that Biafra freedom is totally achieved. Mazi Nnamdi Okwuchukwu Kanu is a gentle, disciplined and","Ontario, Canada  🇨🇦",2022-07-12 05:23:39
105,1546726908162818049,0,0,"Another trading day means another day our members get to bank 💰

https://t.co/xkOQeC5dIq

 $AMD $SPY $MSFT $BABA $NVDA $TWTR $BTC.X 

If you want to achieve your financial freedom, check us out! https://t.co/X19UrQcJHa",U.S.,2022-07-12 05:23:26
106,1546725593462362113,0,0,"day 113 of inseong gone HAPPY INSEONG DAY I MISS YOU WISHING FOR YOUR FREEDOM😭 #김인성_얼른_같이놀자_생일축하해
#HAPPYINSEONGDAY https://t.co/NZVgSztayU",she/her - 19,2022-07-12 05:18:12
107,1546725313912119297,0,0,@radohr32 @nichegamer @animeoutsiders @KenAkamatsu More like an big day for Freedom of Expression and Civil Rights in Japan.,,2022-07-12 05:17:06
108,1546725309999116288,0,0,@TimothyDSnyder @mariaressa There is superabundant freedom of speech in the Philippines it’s almost annoying. Live like a local in there and find out for yourself instead of second hand info. Nosing in just isn’t enough in this day and age.,,2022-07-12 05:17:05
109,1546722780263096321,0,0,"#NetworkMarketingBlog If you'd like to attract hundreds of superb, prospects to contemplate your business enterprise day-by-day? So web 2.0 is the ideal... evidence can be found here https://t.co/XtIMXrvkCZ https://t.co/IU0EGZQkqA","Bournemouth, England",2022-07-12 05:07:02
110,1546721291641786368,1,1,"Training Day was not a great film. He should have won for Malcolm. So many to choose from. Other stand outs: Man on Fire Flight, Mississippi Masala, Mo Better Blues, The Pelican Brief, Glory, Cry Freedom,  Philadelphia, The Hurricane, Courage under Fire. https://t.co/1NlfH0pyvB",Janet's couch,2022-07-12 05:01:07
111,1546720171435257856,0,1,"@Fraktur33 @iohndee When I was a kid, regarding Remembrance Day, it was always about 'they fought for your freedom' and it was so abstract or just generally meant freedom to do whatever you want.","Alberta, Canada",2022-07-12 04:56:40
112,1546719143403323392,0,3,@Koustabubbles @SCBoss22 Only silver lining is those sections of media know they've lost all credibility. Calling for mandates now when they screamed about Freedom every day for 2 yrs.,"Melbourne, Australia",2022-07-12 04:52:35
113,1546718828557524993,0,0,Scary boom boom freedom day 😭😭,UCLA,2022-07-12 04:51:20
